image_id,class_id,class_name,data_split
img_22233,4,Coat,train
img_22234,5,Sandal,train
img_22235,7,Sneaker,train
img_22236,4,Coat,train
img_22237,0,T-shirt/top,train
img_22238,5,Sandal,train
img_22239,1,Trouser,train
img_22240,6,Shirt,train
img_22241,7,Sneaker,train
img_22242,6,Shirt,train
img_22243,4,Coat,train
img_22244,3,Dress,train
img_22245,6,Shirt,train
img_22246,9,Ankle boot,train
img_22247,2,Pullover,train
img_22248,1,Trouser,train
img_22249,9,Ankle boot,train
img_22250,4,Coat,train
img_22251,5,Sandal,train
img_22252,5,Sandal,train
img_22253,9,Ankle boot,train
img_22254,4,Coat,train
img_22255,5,Sandal,train
img_22256,5,Sandal,train
img_22257,7,Sneaker,train
img_22258,7,Sneaker,train
img_22259,6,Shirt,train
img_22260,9,Ankle boot,train
img_22261,9,Ankle boot,train
img_22262,2,Pullover,train
img_22263,1,Trouser,train
img_22264,0,T-shirt/top,train
img_22265,9,Ankle boot,train
img_22266,8,Bag,train
img_22267,4,Coat,train
img_22268,5,Sandal,train
img_22269,7,Sneaker,train
img_22270,9,Ankle boot,train
img_22271,8,Bag,train
img_22272,3,Dress,train
img_22273,6,Shirt,train
img_22274,2,Pullover,train
img_22275,4,Coat,train
img_22276,6,Shirt,train
img_22277,5,Sandal,train
img_22278,3,Dress,train
img_22279,8,Bag,train
img_22280,7,Sneaker,train
img_22281,9,Ankle boot,train
img_22282,3,Dress,train
img_22283,0,T-shirt/top,train
img_22284,1,Trouser,train
img_22285,4,Coat,train
img_22286,3,Dress,train
img_22287,9,Ankle boot,train
img_22288,3,Dress,train
img_22289,3,Dress,train
img_22290,8,Bag,train
img_22291,4,Coat,train
img_22292,6,Shirt,train
img_22293,5,Sandal,train
img_22294,3,Dress,train
img_22295,3,Dress,train
img_22296,3,Dress,train
img_22297,6,Shirt,train
img_22298,6,Shirt,train
img_22299,5,Sandal,train
img_22300,1,Trouser,train
img_22301,3,Dress,train
img_22302,8,Bag,train
img_22303,3,Dress,train
img_22304,2,Pullover,train
img_22305,9,Ankle boot,train
img_22306,4,Coat,train
img_22307,5,Sandal,train
img_22308,4,Coat,train
img_22309,0,T-shirt/top,train
img_22310,5,Sandal,train
img_22311,1,Trouser,train
img_22312,2,Pullover,train
img_22313,1,Trouser,train
img_22314,5,Sandal,train
img_22315,3,Dress,train
img_22316,3,Dress,train
img_22317,4,Coat,train
img_22318,3,Dress,train
img_22319,9,Ankle boot,train
img_22320,5,Sandal,train
img_22321,2,Pullover,train
img_22322,3,Dress,train
img_22323,3,Dress,train
img_22324,1,Trouser,train
img_22325,0,T-shirt/top,train
img_22326,5,Sandal,train
img_22327,6,Shirt,train
img_22328,2,Pullover,train
img_22329,0,T-shirt/top,train
img_22330,0,T-shirt/top,train
img_22331,9,Ankle boot,train
img_22332,1,Trouser,train
img_22333,0,T-shirt/top,train
img_22334,2,Pullover,train
img_22335,2,Pullover,train
img_22336,0,T-shirt/top,train
img_22337,4,Coat,train
img_22338,3,Dress,train
img_22339,5,Sandal,train
img_22340,4,Coat,train
img_22341,7,Sneaker,train
img_22342,8,Bag,train
img_22343,7,Sneaker,train
img_22344,9,Ankle boot,train
img_22345,8,Bag,train
img_22346,5,Sandal,train
img_22347,3,Dress,train
img_22348,9,Ankle boot,train
img_22349,4,Coat,train
img_22350,5,Sandal,train
img_22351,7,Sneaker,train
img_22352,8,Bag,train
img_22353,6,Shirt,train
img_22354,2,Pullover,train
img_22355,2,Pullover,train
img_22356,5,Sandal,train
img_22357,6,Shirt,train
img_22358,1,Trouser,train
img_22359,4,Coat,train
img_22360,8,Bag,train
img_22361,1,Trouser,train
img_22362,3,Dress,train
img_22363,5,Sandal,train
img_22364,7,Sneaker,train
img_22365,8,Bag,train
img_22366,0,T-shirt/top,train
img_22367,9,Ankle boot,train
img_22368,9,Ankle boot,train
img_22369,8,Bag,train
img_22370,9,Ankle boot,train
img_22371,0,T-shirt/top,train
img_22372,7,Sneaker,train
img_22373,1,Trouser,train
img_22374,2,Pullover,train
img_22375,2,Pullover,train
img_22376,1,Trouser,train
img_22377,5,Sandal,train
img_22378,3,Dress,train
img_22379,8,Bag,train
img_22380,9,Ankle boot,train
img_22381,3,Dress,train
img_22382,7,Sneaker,train
img_22383,3,Dress,train
img_22384,4,Coat,train
img_22385,1,Trouser,train
img_22386,9,Ankle boot,train
img_22387,4,Coat,train
img_22388,6,Shirt,train
img_22389,8,Bag,train
img_22390,7,Sneaker,train
img_22391,3,Dress,train
img_22392,2,Pullover,train
img_22393,6,Shirt,train
img_22394,7,Sneaker,train
img_22395,8,Bag,train
img_22396,1,Trouser,train
img_22397,4,Coat,train
img_22398,6,Shirt,train
img_22399,4,Coat,train
img_22400,0,T-shirt/top,train
img_22401,8,Bag,train
img_22402,0,T-shirt/top,train
img_22403,1,Trouser,train
img_22404,5,Sandal,train
img_22405,6,Shirt,train
img_22406,1,Trouser,train
img_22407,2,Pullover,train
img_22408,5,Sandal,train
img_22409,5,Sandal,train
img_22410,6,Shirt,train
img_22411,6,Shirt,train
img_22412,9,Ankle boot,train
img_22413,7,Sneaker,train
img_22414,4,Coat,train
img_22415,4,Coat,train
img_22416,3,Dress,train
img_22417,0,T-shirt/top,train
img_22418,1,Trouser,train
img_22419,4,Coat,train
img_22420,7,Sneaker,train
img_22421,5,Sandal,train
img_22422,8,Bag,train
img_22423,2,Pullover,train
img_22424,4,Coat,train
img_22425,9,Ankle boot,train
img_22426,7,Sneaker,train
img_22427,3,Dress,train
img_22428,9,Ankle boot,train
img_22429,1,Trouser,train
img_22430,0,T-shirt/top,train
img_22431,4,Coat,train
img_22432,7,Sneaker,train
img_22433,4,Coat,train
img_22434,3,Dress,train
img_22435,9,Ankle boot,train
img_22436,9,Ankle boot,train
img_22437,0,T-shirt/top,train
img_22438,1,Trouser,train
img_22439,1,Trouser,train
img_22440,6,Shirt,train
img_22441,8,Bag,train
img_22442,0,T-shirt/top,train
img_22443,2,Pullover,train
img_22444,2,Pullover,train
img_22445,5,Sandal,train
img_22446,8,Bag,train
img_22447,8,Bag,train
img_22448,0,T-shirt/top,train
img_22449,1,Trouser,train
img_22450,3,Dress,train
img_22451,8,Bag,train
img_22452,1,Trouser,train
img_22453,1,Trouser,train
img_22454,1,Trouser,train
img_22455,6,Shirt,train
img_22456,4,Coat,train
img_22457,3,Dress,train
img_22458,6,Shirt,train
img_22459,7,Sneaker,train
img_22460,4,Coat,train
img_22461,3,Dress,train
img_22462,0,T-shirt/top,train
img_22463,7,Sneaker,train
img_22464,4,Coat,train
img_22465,2,Pullover,train
img_22466,4,Coat,train
img_22467,2,Pullover,train
img_22468,3,Dress,train
img_22469,5,Sandal,train
img_22470,5,Sandal,train
img_22471,7,Sneaker,train
img_22472,3,Dress,train
img_22473,0,T-shirt/top,train
img_22474,4,Coat,train
img_22475,2,Pullover,train
img_22476,6,Shirt,train
img_22477,9,Ankle boot,train
img_22478,4,Coat,train
img_22479,9,Ankle boot,train
img_22480,9,Ankle boot,train
img_22481,1,Trouser,train
img_22482,2,Pullover,train
img_22483,0,T-shirt/top,train
img_22484,9,Ankle boot,train
img_22485,5,Sandal,train
img_22486,3,Dress,train
img_22487,4,Coat,train
img_22488,0,T-shirt/top,train
img_22489,2,Pullover,train
img_22490,7,Sneaker,train
img_22491,7,Sneaker,train
img_22492,7,Sneaker,train
img_22493,1,Trouser,train
img_22494,3,Dress,train
img_22495,4,Coat,train
img_22496,3,Dress,train
img_22497,4,Coat,train
img_22498,5,Sandal,train
img_22499,2,Pullover,train
img_22500,0,T-shirt/top,train
img_22501,7,Sneaker,train
img_22502,8,Bag,train
img_22503,9,Ankle boot,train
img_22504,5,Sandal,train
img_22505,0,T-shirt/top,train
img_22506,0,T-shirt/top,train
img_22507,3,Dress,train
img_22508,6,Shirt,train
img_22509,5,Sandal,train
img_22510,9,Ankle boot,train
img_22511,6,Shirt,train
img_22512,8,Bag,train
img_22513,1,Trouser,train
img_22514,2,Pullover,train
img_22515,4,Coat,train
img_22516,0,T-shirt/top,train
img_22517,1,Trouser,train
img_22518,6,Shirt,train
img_22519,5,Sandal,train
img_22520,3,Dress,train
img_22521,4,Coat,train
img_22522,7,Sneaker,train
img_22523,0,T-shirt/top,train
img_22524,6,Shirt,train
img_22525,7,Sneaker,train
img_22526,7,Sneaker,train
img_22527,0,T-shirt/top,train
img_22528,8,Bag,train
img_22529,5,Sandal,train
img_22530,3,Dress,train
img_22531,5,Sandal,train
img_22532,6,Shirt,train
img_22533,8,Bag,train
img_22534,0,T-shirt/top,train
img_22535,8,Bag,train
img_22536,4,Coat,train
img_22537,7,Sneaker,train
img_22538,6,Shirt,train
img_22539,6,Shirt,train
img_22540,4,Coat,train
img_22541,7,Sneaker,train
img_22542,4,Coat,train
img_22543,7,Sneaker,train
img_22544,8,Bag,train
img_22545,2,Pullover,train
img_22546,5,Sandal,train
img_22547,8,Bag,train
img_22548,3,Dress,train
img_22549,5,Sandal,train
img_22550,6,Shirt,train
img_22551,2,Pullover,train
img_22552,0,T-shirt/top,train
img_22553,2,Pullover,train
img_22554,1,Trouser,train
img_22555,7,Sneaker,train
img_22556,4,Coat,train
img_22557,1,Trouser,train
img_22558,3,Dress,train
img_22559,4,Coat,train
img_22560,4,Coat,train
img_22561,7,Sneaker,train
img_22562,4,Coat,train
img_22563,7,Sneaker,train
img_22564,0,T-shirt/top,train
img_22565,0,T-shirt/top,train
img_22566,7,Sneaker,train
img_22567,5,Sandal,train
img_22568,2,Pullover,train
img_22569,6,Shirt,train
img_22570,8,Bag,train
img_22571,2,Pullover,train
img_22572,2,Pullover,train
img_22573,9,Ankle boot,train
img_22574,8,Bag,train
img_22575,5,Sandal,train
img_22576,0,T-shirt/top,train
img_22577,2,Pullover,train
img_22578,0,T-shirt/top,train
img_22579,0,T-shirt/top,train
img_22580,6,Shirt,train
img_22581,8,Bag,train
img_22582,6,Shirt,train
img_22583,0,T-shirt/top,train
img_22584,5,Sandal,train
img_22585,6,Shirt,train
img_22586,6,Shirt,train
img_22587,1,Trouser,train
img_22588,3,Dress,train
img_22589,1,Trouser,train
img_22590,0,T-shirt/top,train
img_22591,5,Sandal,train
img_22592,5,Sandal,train
img_22593,2,Pullover,train
img_22594,7,Sneaker,train
img_22595,5,Sandal,train
img_22596,3,Dress,train
img_22597,3,Dress,train
img_22598,8,Bag,train
img_22599,6,Shirt,train
img_22600,0,T-shirt/top,train
img_22601,1,Trouser,train
img_22602,5,Sandal,train
img_22603,8,Bag,train
img_22604,8,Bag,train
img_22605,0,T-shirt/top,train
img_22606,3,Dress,train
img_22607,4,Coat,train
img_22608,7,Sneaker,train
img_22609,0,T-shirt/top,train
img_22610,7,Sneaker,train
img_22611,7,Sneaker,train
img_22612,5,Sandal,train
img_22613,5,Sandal,train
img_22614,7,Sneaker,train
img_22615,7,Sneaker,train
img_22616,8,Bag,train
img_22617,0,T-shirt/top,train
img_22618,3,Dress,train
img_22619,7,Sneaker,train
img_22620,1,Trouser,train
img_22621,6,Shirt,train
img_22622,2,Pullover,train
img_22623,1,Trouser,train
img_22624,0,T-shirt/top,train
img_22625,0,T-shirt/top,train
img_22626,5,Sandal,train
img_22627,6,Shirt,train
img_22628,3,Dress,train
img_22629,7,Sneaker,train
img_22630,3,Dress,train
img_22631,0,T-shirt/top,train
img_22632,6,Shirt,train
img_22633,8,Bag,train
img_22634,1,Trouser,train
img_22635,7,Sneaker,train
img_22636,5,Sandal,train
img_22637,9,Ankle boot,train
img_22638,3,Dress,train
img_22639,1,Trouser,train
img_22640,0,T-shirt/top,train
img_22641,2,Pullover,train
img_22642,7,Sneaker,train
img_22643,0,T-shirt/top,train
img_22644,7,Sneaker,train
img_22645,2,Pullover,train
img_22646,2,Pullover,train
img_22647,1,Trouser,train
img_22648,1,Trouser,train
img_22649,5,Sandal,train
img_22650,6,Shirt,train
img_22651,1,Trouser,train
img_22652,3,Dress,train
img_22653,9,Ankle boot,train
img_22654,5,Sandal,train
img_22655,6,Shirt,train
img_22656,4,Coat,train
img_22657,5,Sandal,train
img_22658,3,Dress,train
img_22659,1,Trouser,train
img_22660,1,Trouser,train
img_22661,4,Coat,train
img_22662,0,T-shirt/top,train
img_22663,6,Shirt,train
img_22664,4,Coat,train
img_22665,6,Shirt,train
img_22666,0,T-shirt/top,train
img_22667,1,Trouser,train
img_22668,2,Pullover,train
img_22669,8,Bag,train
img_22670,2,Pullover,train
img_22671,9,Ankle boot,train
img_22672,7,Sneaker,train
img_22673,5,Sandal,train
img_22674,9,Ankle boot,train
img_22675,7,Sneaker,train
img_22676,1,Trouser,train
img_22677,9,Ankle boot,train
img_22678,2,Pullover,train
img_22679,1,Trouser,train
img_22680,7,Sneaker,train
img_22681,4,Coat,train
img_22682,7,Sneaker,train
img_22683,7,Sneaker,train
img_22684,8,Bag,train
img_22685,0,T-shirt/top,train
img_22686,1,Trouser,train
img_22687,7,Sneaker,train
img_22688,7,Sneaker,train
img_22689,4,Coat,train
img_22690,2,Pullover,train
img_22691,2,Pullover,train
img_22692,3,Dress,train
img_22693,2,Pullover,train
img_22694,0,T-shirt/top,train
img_22695,9,Ankle boot,train
img_22696,5,Sandal,train
img_22697,2,Pullover,train
img_22698,1,Trouser,train
img_22699,6,Shirt,train
img_22700,5,Sandal,train
img_22701,0,T-shirt/top,train
img_22702,9,Ankle boot,train
img_22703,8,Bag,train
img_22704,2,Pullover,train
img_22705,8,Bag,train
img_22706,8,Bag,train
img_22707,8,Bag,train
img_22708,8,Bag,train
img_22709,0,T-shirt/top,train
img_22710,5,Sandal,train
img_22711,7,Sneaker,train
img_22712,0,T-shirt/top,train
img_22713,7,Sneaker,train
img_22714,9,Ankle boot,train
img_22715,4,Coat,train
img_22716,9,Ankle boot,train
img_22717,2,Pullover,train
img_22718,0,T-shirt/top,train
img_22719,4,Coat,train
img_22720,6,Shirt,train
img_22721,6,Shirt,train
img_22722,5,Sandal,train
img_22723,2,Pullover,train
img_22724,1,Trouser,train
img_22725,1,Trouser,train
img_22726,3,Dress,train
img_22727,7,Sneaker,train
img_22728,8,Bag,train
img_22729,9,Ankle boot,train
img_22730,3,Dress,train
img_22731,5,Sandal,train
img_22732,0,T-shirt/top,train
img_22733,9,Ankle boot,train
img_22734,5,Sandal,train
img_22735,8,Bag,train
img_22736,0,T-shirt/top,train
img_22737,9,Ankle boot,train
img_22738,8,Bag,train
img_22739,5,Sandal,train
img_22740,6,Shirt,train
img_22741,3,Dress,train
img_22742,3,Dress,train
img_22743,7,Sneaker,train
img_22744,0,T-shirt/top,train
img_22745,9,Ankle boot,train
img_22746,4,Coat,train
img_22747,9,Ankle boot,train
img_22748,4,Coat,train
img_22749,7,Sneaker,train
img_22750,0,T-shirt/top,train
img_22751,0,T-shirt/top,train
img_22752,1,Trouser,train
img_22753,0,T-shirt/top,train
img_22754,2,Pullover,train
img_22755,9,Ankle boot,train
img_22756,2,Pullover,train
img_22757,9,Ankle boot,train
img_22758,3,Dress,train
img_22759,9,Ankle boot,train
img_22760,2,Pullover,train
img_22761,6,Shirt,train
img_22762,0,T-shirt/top,train
img_22763,4,Coat,train
img_22764,6,Shirt,train
img_22765,9,Ankle boot,train
img_22766,6,Shirt,train
img_22767,4,Coat,train
img_22768,4,Coat,train
img_22769,4,Coat,train
img_22770,1,Trouser,train
img_22771,7,Sneaker,train
img_22772,0,T-shirt/top,train
img_22773,4,Coat,train
img_22774,1,Trouser,train
img_22775,1,Trouser,train
img_22776,6,Shirt,train
img_22777,3,Dress,train
img_22778,0,T-shirt/top,train
img_22779,3,Dress,train
img_22780,6,Shirt,train
img_22781,0,T-shirt/top,train
img_22782,9,Ankle boot,train
img_22783,3,Dress,train
img_22784,1,Trouser,train
img_22785,5,Sandal,train
img_22786,5,Sandal,train
img_22787,7,Sneaker,train
img_22788,5,Sandal,train
img_22789,2,Pullover,train
img_22790,6,Shirt,train
img_22791,9,Ankle boot,train
img_22792,3,Dress,train
img_22793,6,Shirt,train
img_22794,5,Sandal,train
img_22795,1,Trouser,train
img_22796,0,T-shirt/top,train
img_22797,3,Dress,train
img_22798,2,Pullover,train
img_22799,4,Coat,train
img_22800,4,Coat,train
img_22801,2,Pullover,train
img_22802,1,Trouser,train
img_22803,7,Sneaker,train
img_22804,6,Shirt,train
img_22805,0,T-shirt/top,train
img_22806,7,Sneaker,train
img_22807,6,Shirt,train
img_22808,3,Dress,train
img_22809,3,Dress,train
img_22810,8,Bag,train
img_22811,5,Sandal,train
img_22812,8,Bag,train
img_22813,2,Pullover,train
img_22814,8,Bag,train
img_22815,5,Sandal,train
img_22816,9,Ankle boot,train
img_22817,2,Pullover,train
img_22818,4,Coat,train
img_22819,6,Shirt,train
img_22820,1,Trouser,train
img_22821,2,Pullover,train
img_22822,2,Pullover,train
img_22823,8,Bag,train
img_22824,7,Sneaker,train
img_22825,3,Dress,train
img_22826,1,Trouser,train
img_22827,3,Dress,train
img_22828,0,T-shirt/top,train
img_22829,3,Dress,train
img_22830,4,Coat,train
img_22831,3,Dress,train
img_22832,7,Sneaker,train
img_22833,7,Sneaker,train
img_22834,2,Pullover,train
img_22835,9,Ankle boot,train
img_22836,8,Bag,train
img_22837,3,Dress,train
img_22838,9,Ankle boot,train
img_22839,8,Bag,train
img_22840,7,Sneaker,train
img_22841,4,Coat,train
img_22842,7,Sneaker,train
img_22843,7,Sneaker,train
img_22844,5,Sandal,train
img_22845,7,Sneaker,train
img_22846,3,Dress,train
img_22847,2,Pullover,train
img_22848,7,Sneaker,train
img_22849,9,Ankle boot,train
img_22850,6,Shirt,train
img_22851,1,Trouser,train
img_22852,2,Pullover,train
img_22853,5,Sandal,train
img_22854,6,Shirt,train
img_22855,6,Shirt,train
img_22856,7,Sneaker,train
img_22857,4,Coat,train
img_22858,7,Sneaker,train
img_22859,9,Ankle boot,train
img_22860,9,Ankle boot,train
img_22861,2,Pullover,train
img_22862,1,Trouser,train
img_22863,7,Sneaker,train
img_22864,2,Pullover,train
img_22865,1,Trouser,train
img_22866,5,Sandal,train
img_22867,9,Ankle boot,train
img_22868,5,Sandal,train
img_22869,1,Trouser,train
img_22870,3,Dress,train
img_22871,3,Dress,train
img_22872,3,Dress,train
img_22873,0,T-shirt/top,train
img_22874,7,Sneaker,train
img_22875,2,Pullover,train
img_22876,4,Coat,train
img_22877,4,Coat,train
img_22878,0,T-shirt/top,train
img_22879,4,Coat,train
img_22880,7,Sneaker,train
img_22881,9,Ankle boot,train
img_22882,7,Sneaker,train
img_22883,7,Sneaker,train
img_22884,5,Sandal,train
img_22885,4,Coat,train
img_22886,0,T-shirt/top,train
img_22887,2,Pullover,train
img_22888,4,Coat,train
img_22889,9,Ankle boot,train
img_22890,7,Sneaker,train
img_22891,7,Sneaker,train
img_22892,0,T-shirt/top,train
img_22893,9,Ankle boot,train
img_22894,1,Trouser,train
img_22895,2,Pullover,train
img_22896,7,Sneaker,train
img_22897,5,Sandal,train
img_22898,8,Bag,train
img_22899,3,Dress,train
img_22900,7,Sneaker,train
img_22901,4,Coat,train
img_22902,1,Trouser,train
img_22903,9,Ankle boot,train
img_22904,6,Shirt,train
img_22905,8,Bag,train
img_22906,7,Sneaker,train
img_22907,6,Shirt,train
img_22908,1,Trouser,train
img_22909,1,Trouser,train
img_22910,6,Shirt,train
img_22911,7,Sneaker,train
img_22912,7,Sneaker,train
img_22913,2,Pullover,train
img_22914,1,Trouser,train
img_22915,8,Bag,train
img_22916,6,Shirt,train
img_22917,4,Coat,train
img_22918,9,Ankle boot,train
img_22919,5,Sandal,train
img_22920,6,Shirt,train
img_22921,8,Bag,train
img_22922,8,Bag,train
img_22923,6,Shirt,train
img_22924,1,Trouser,train
img_22925,3,Dress,train
img_22926,1,Trouser,train
img_22927,7,Sneaker,train
img_22928,6,Shirt,train
img_22929,4,Coat,train
img_22930,1,Trouser,train
img_22931,6,Shirt,train
img_22932,6,Shirt,train
img_22933,7,Sneaker,train
img_22934,2,Pullover,train
img_22935,1,Trouser,train
img_22936,5,Sandal,train
img_22937,9,Ankle boot,train
img_22938,3,Dress,train
img_22939,5,Sandal,train
img_22940,5,Sandal,train
img_22941,8,Bag,train
img_22942,9,Ankle boot,train
img_22943,0,T-shirt/top,train
img_22944,4,Coat,train
img_22945,6,Shirt,train
img_22946,6,Shirt,train
img_22947,5,Sandal,train
img_22948,5,Sandal,train
img_22949,4,Coat,train
img_22950,8,Bag,train
img_22951,0,T-shirt/top,train
img_22952,1,Trouser,train
img_22953,3,Dress,train
img_22954,1,Trouser,train
img_22955,2,Pullover,train
img_22956,0,T-shirt/top,train
img_22957,5,Sandal,train
img_22958,0,T-shirt/top,train
img_22959,9,Ankle boot,train
img_22960,6,Shirt,train
img_22961,2,Pullover,train
img_22962,6,Shirt,train
img_22963,6,Shirt,train
img_22964,3,Dress,train
img_22965,2,Pullover,train
img_22966,1,Trouser,train
img_22967,2,Pullover,train
img_22968,1,Trouser,train
img_22969,2,Pullover,train
img_22970,5,Sandal,train
img_22971,0,T-shirt/top,train
img_22972,9,Ankle boot,train
img_22973,1,Trouser,train
img_22974,2,Pullover,train
img_22975,3,Dress,train
img_22976,6,Shirt,train
img_22977,7,Sneaker,train
img_22978,6,Shirt,train
img_22979,0,T-shirt/top,train
img_22980,1,Trouser,train
img_22981,6,Shirt,train
img_22982,7,Sneaker,train
img_22983,4,Coat,train
img_22984,3,Dress,train
img_22985,6,Shirt,train
img_22986,6,Shirt,train
img_22987,3,Dress,train
img_22988,9,Ankle boot,train
img_22989,2,Pullover,train
img_22990,2,Pullover,train
img_22991,0,T-shirt/top,train
img_22992,8,Bag,train
img_22993,5,Sandal,train
img_22994,8,Bag,train
img_22995,6,Shirt,train
img_22996,8,Bag,train
img_22997,6,Shirt,train
img_22998,4,Coat,train
img_22999,5,Sandal,train
img_23000,4,Coat,train
img_23001,9,Ankle boot,train
img_23002,6,Shirt,train
img_23003,6,Shirt,train
img_23004,1,Trouser,train
img_23005,2,Pullover,train
img_23006,6,Shirt,train
img_23007,7,Sneaker,train
img_23008,7,Sneaker,train
img_23009,4,Coat,train
img_23010,2,Pullover,train
img_23011,0,T-shirt/top,train
img_23012,8,Bag,train
img_23013,8,Bag,train
img_23014,7,Sneaker,train
img_23015,7,Sneaker,train
img_23016,5,Sandal,train
img_23017,9,Ankle boot,train
img_23018,8,Bag,train
img_23019,9,Ankle boot,train
img_23020,0,T-shirt/top,train
img_23021,9,Ankle boot,train
img_23022,8,Bag,train
img_23023,2,Pullover,train
img_23024,8,Bag,train
img_23025,0,T-shirt/top,train
img_23026,5,Sandal,train
img_23027,5,Sandal,train
img_23028,1,Trouser,train
img_23029,5,Sandal,train
img_23030,7,Sneaker,train
img_23031,9,Ankle boot,train
img_23032,9,Ankle boot,train
img_23033,7,Sneaker,train
img_23034,3,Dress,train
img_23035,8,Bag,train
img_23036,8,Bag,train
img_23037,3,Dress,train
img_23038,5,Sandal,train
img_23039,7,Sneaker,train
img_23040,9,Ankle boot,train
img_23041,2,Pullover,train
img_23042,8,Bag,train
img_23043,5,Sandal,train
img_23044,4,Coat,train
img_23045,0,T-shirt/top,train
img_23046,4,Coat,train
img_23047,6,Shirt,train
img_23048,3,Dress,train
img_23049,0,T-shirt/top,train
img_23050,7,Sneaker,train
img_23051,3,Dress,train
img_23052,2,Pullover,train
img_23053,6,Shirt,train
img_23054,0,T-shirt/top,train
img_23055,5,Sandal,train
img_23056,9,Ankle boot,train
img_23057,9,Ankle boot,train
img_23058,0,T-shirt/top,train
img_23059,6,Shirt,train
img_23060,6,Shirt,train
img_23061,0,T-shirt/top,train
img_23062,1,Trouser,train
img_23063,7,Sneaker,train
img_23064,7,Sneaker,train
img_23065,9,Ankle boot,train
img_23066,0,T-shirt/top,train
img_23067,0,T-shirt/top,train
img_23068,1,Trouser,train
img_23069,6,Shirt,train
img_23070,8,Bag,train
img_23071,5,Sandal,train
img_23072,2,Pullover,train
img_23073,1,Trouser,train
img_23074,4,Coat,train
img_23075,8,Bag,train
img_23076,9,Ankle boot,train
img_23077,6,Shirt,train
img_23078,6,Shirt,train
img_23079,6,Shirt,train
img_23080,1,Trouser,train
img_23081,5,Sandal,train
img_23082,8,Bag,train
img_23083,9,Ankle boot,train
img_23084,1,Trouser,train
img_23085,6,Shirt,train
img_23086,8,Bag,train
img_23087,5,Sandal,train
img_23088,0,T-shirt/top,train
img_23089,5,Sandal,train
img_23090,6,Shirt,train
img_23091,9,Ankle boot,train
img_23092,1,Trouser,train
img_23093,7,Sneaker,train
img_23094,8,Bag,train
img_23095,4,Coat,train
img_23096,0,T-shirt/top,train
img_23097,3,Dress,train
img_23098,4,Coat,train
img_23099,5,Sandal,train
img_23100,2,Pullover,train
img_23101,7,Sneaker,train
img_23102,6,Shirt,train
img_23103,4,Coat,train
img_23104,7,Sneaker,train
img_23105,4,Coat,train
img_23106,8,Bag,train
img_23107,0,T-shirt/top,train
img_23108,3,Dress,train
img_23109,3,Dress,train
img_23110,5,Sandal,train
img_23111,7,Sneaker,train
img_23112,0,T-shirt/top,train
img_23113,7,Sneaker,train
img_23114,3,Dress,train
img_23115,3,Dress,train
img_23116,3,Dress,train
img_23117,0,T-shirt/top,train
img_23118,5,Sandal,train
img_23119,3,Dress,train
img_23120,4,Coat,train
img_23121,9,Ankle boot,train
img_23122,8,Bag,train
img_23123,7,Sneaker,train
img_23124,5,Sandal,train
img_23125,0,T-shirt/top,train
img_23126,7,Sneaker,train
img_23127,1,Trouser,train
img_23128,5,Sandal,train
img_23129,6,Shirt,train
img_23130,7,Sneaker,train
img_23131,5,Sandal,train
img_23132,7,Sneaker,train
img_23133,2,Pullover,train
img_23134,1,Trouser,train
img_23135,5,Sandal,train
img_23136,6,Shirt,train
img_23137,8,Bag,train
img_23138,7,Sneaker,train
img_23139,7,Sneaker,train
img_23140,6,Shirt,train
img_23141,2,Pullover,train
img_23142,8,Bag,train
img_23143,1,Trouser,train
img_23144,5,Sandal,train
img_23145,7,Sneaker,train
img_23146,3,Dress,train
img_23147,1,Trouser,train
img_23148,5,Sandal,train
img_23149,4,Coat,train
img_23150,6,Shirt,train
img_23151,1,Trouser,train
img_23152,6,Shirt,train
img_23153,7,Sneaker,train
img_23154,1,Trouser,train
img_23155,0,T-shirt/top,train
img_23156,8,Bag,train
img_23157,4,Coat,train
img_23158,6,Shirt,train
img_23159,3,Dress,train
img_23160,2,Pullover,train
img_23161,8,Bag,train
img_23162,8,Bag,train
img_23163,3,Dress,train
img_23164,1,Trouser,train
img_23165,6,Shirt,train
img_23166,5,Sandal,train
img_23167,0,T-shirt/top,train
img_23168,9,Ankle boot,train
img_23169,2,Pullover,train
img_23170,0,T-shirt/top,train
img_23171,6,Shirt,train
img_23172,7,Sneaker,train
img_23173,8,Bag,train
img_23174,3,Dress,train
img_23175,1,Trouser,train
img_23176,5,Sandal,train
img_23177,6,Shirt,train
img_23178,8,Bag,train
img_23179,4,Coat,train
img_23180,9,Ankle boot,train
img_23181,2,Pullover,train
img_23182,2,Pullover,train
img_23183,2,Pullover,train
img_23184,0,T-shirt/top,train
img_23185,5,Sandal,train
img_23186,4,Coat,train
img_23187,4,Coat,train
img_23188,0,T-shirt/top,train
img_23189,3,Dress,train
img_23190,7,Sneaker,train
img_23191,2,Pullover,train
img_23192,5,Sandal,train
img_23193,3,Dress,train
img_23194,1,Trouser,train
img_23195,4,Coat,train
img_23196,2,Pullover,train
img_23197,0,T-shirt/top,train
img_23198,5,Sandal,train
img_23199,2,Pullover,train
img_23200,3,Dress,train
img_23201,2,Pullover,train
img_23202,0,T-shirt/top,train
img_23203,5,Sandal,train
img_23204,0,T-shirt/top,train
img_23205,7,Sneaker,train
img_23206,3,Dress,train
img_23207,2,Pullover,train
img_23208,8,Bag,train
